Messages,Turns,Domain,Sector,Topic,User_Gender,Assistant_Gender,Instruction_ID,Language
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते रोहन जी, मैं नलिनी बोल रही हूँ, एडुब्रिज इंडिया से। हम आपका Artificial Intelligence Certification कोर्स में स्वागत करते हैं।', 'role': 'assistant'}, {'content': 'Hi Nalini, thank you. Can you tell me more about the course structure?', 'role': 'user'}, {'content': 'Of course, Rohan. The course is divided into three modules - Fundamentals, Advanced Concepts, and a Project. Each module includes video lectures, assignments, and quizzes.', 'role': 'assistant'}, {'content': 'That sounds comprehensive. How do I access the course materials?', 'role': 'user'}, {'content': 'You will receive login credentials via email. Use them to access our learning platform, where all the materials and resources are available.', 'role': 'assistant'}, {'content': 'Got it. What if I face any issues during the course?', 'role': 'user'}, {'content': 'You can reach out to our support team anytime through the platform or via email. We are here to assist you throughout your learning journey.', 'role': 'assistant'}, {'content': 'That’s reassuring. Thank you, Nalini. I’m excited to start!', 'role': 'user'}, {'content': 'You’re welcome, Rohan. Wishing you all the best for your course. Feel free to contact us if you need any help. Happy learning!', 'role': 'assistant'}]",5,education,online learning,Online Learning Platform (New Course Enrollment),Male,Female,0f46b447-d724-45c6-82a6-0b1f5b196fc0,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते रोहन जी, मैं नलिनी बोल रही हूँ, एडुब्रिज इंडिया से। हम आपका Artificial Intelligence Certification कोर्स में स्वागत करते हैं।', 'role': 'assistant'}, {'content': 'हाय नलिनी जी, धन्यवाद। मैं कोर्स के बारे में और जानना चाहता हूँ।', 'role': 'user'}, {'content': 'जरूर, रोहन जी। यह कोर्स तीन मॉड्यूल में विभाजित है - मूल बातें, उन्नत अवधारणाएँ और एक परियोजना। प्रत्येक मॉड्यूल में आपको व्यावहारिक ज्ञान और असाइनमेंट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'अच्छा, यह सुनने में बहुत अच्छा लग रहा है। मैं कैसे शुरू कर सकता हूँ?', 'role': 'user'}, {'content': 'आपको अपने लॉगिन क्रेडेंशियल्स मिले होंगे, जिनका उपयोग करके आप प्लेटफ़ॉर्म पर प्रवेश कर सकते हैं। वहाँ आपको सभी सामग्री और गाइडेंस मिलेगी।', 'role': 'assistant'}, {'content': 'ठीक है, मैं कोशिश करता हूँ। अगर मुझे कोई समस्या आती है, तो मैं कैसे संपर्क कर सकता हूँ?', 'role': 'user'}, {'content': 'आप हमें सपोर्ट टीम को मैसेज कर सकते हैं या हमारे हेल्पलाइन नंबर पर कॉल कर सकते हैं। हम हमेशा आपकी मदद के लिए तैयार हैं।', 'role': 'assistant'}, {'content': 'बहुत अच्छा, धन्यवाद नलिनी जी। मैं शुरू करता हूँ।', 'role': 'user'}, {'content': 'आपको सफलता मिलेगी, और यदि आपको आवश्यकता हो, तो हमें संदेश भेजने में संकोच न करें। एडुब्रिज की तरफ से आपको शुभकामनाएँ!', 'role': 'assistant'}]",5,education,online learning,Online Learning Platform (New Course Enrollment),Male,Female,0f46b447-d724-45c6-82a6-0b1f5b196fc0,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इससे परेशान हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और मुझे अधिक डेटा मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह प्लान कितने का होगा?', 'role': 'user'}, {'content': 'यह प्लान आपके वर्तमान प्लान से कम होगा और आपको अधिक फायदे देंगे। क्या आप इस विशेष प्लान को स्वीकार करेंगे और हमारे साथ बने रहेंगे?', 'role': 'assistant'}, {'content': 'हाँ, मैं इसे स्वीकार करती हूँ।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",5,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'Yes, my bills are too high. I am thinking of switching to another provider.', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'I want lower bills and more data.', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'How much will this plan cost?', 'role': 'user'}, {'content': 'यह प्लान आपके वर्तमान प्लान से कम होगा और आपको अधिक फायदे देंगे। क्या आप इस विशेष प्लान को स्वीकार करेंगे और हमारे साथ बने रहेंगे?', 'role': 'assistant'}, {'content': 'Yes, I will accept this plan.', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",5,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इससे परेशान हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और मुझे अधिक डेटा मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह प्लान कितने का होगा?', 'role': 'user'}, {'content': 'यह प्लान आपके वर्तमान प्लान से कम होगा और आपको अधिक फायदे देंगे। क्या आप इस विशेष प्लान को स्वीकार करेंगे और हमारे साथ बने रहेंगे?', 'role': 'assistant'}, {'content': 'हाँ, मैं इसे स्वीकार करती हूँ।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",5,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m having trouble accessing the course materials for my Data Science Certification.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. I understand you’re experiencing issues with our online course platform. Let me help you with that. Can you please confirm your course enrollment details?', 'role': 'assistant'}, {'content': 'Sure, I enrolled on 10th January 2024.', 'role': 'user'}, {'content': 'Got it! Let me check your account. One moment please.', 'role': 'assistant'}, {'content': 'Okay, thanks.', 'role': 'user'}, {'content': 'Karan, I’ve reset your access. Can you try logging in again and check if the issue is resolved?', 'role': 'assistant'}, {'content': 'Yes, it’s working now. Thank you!', 'role': 'user'}, {'content': 'Great to hear! By the way, we have some exciting new courses launching soon, including an Advanced Data Science Certification. Would you like to know more about it?', 'role': 'assistant'}, {'content': 'Hmm, that sounds interesting. Tell me more.', 'role': 'user'}, {'content': 'The Advanced Data Science Certification covers advanced topics like machine learning, deep learning, and AI. It’s perfect for someone like you who’s already enrolled in the basic course.', 'role': 'assistant'}, {'content': 'That sounds great! I’ll think about it. Thanks for the info.', 'role': 'user'}, {'content': 'You’re welcome, Karan! Is there anything else I can help you with today? We’re committed to providing you with the best learning experience possible.', 'role': 'assistant'}]",7,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How are you doing today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m good. I just wanted to check if there are any updates on the course schedule for Data Science Certification.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. Let me check the schedule for you. One moment please.', 'role': 'assistant'}, {'content': 'Sure, take your time.', 'role': 'user'}, {'content': 'Karan, I see that the next module starts on 25th January. Would you like me to send you a reminder?', 'role': 'assistant'}, {'content': 'Yes, that would be helpful. Thank you!', 'role': 'user'}, {'content': 'Done! You’ll receive a reminder two days before the module starts. Also, we have some exciting new courses launching soon. Would you like to know more?', 'role': 'assistant'}, {'content': 'Not right now, but thanks for letting me know.', 'role': 'user'}, {'content': 'No problem, Karan! If you need anything else, feel free to reach out. Have a great day!', 'role': 'assistant'}]",5,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m unable to download the course materials for my Data Science Certification.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. I understand you’re having trouble downloading the materials. Let me help you with that. Can you please confirm your course enrollment details?', 'role': 'assistant'}, {'content': 'Sure, I enrolled on 10th January 2024.', 'role': 'user'}, {'content': 'Got it! Let me check your account. One moment please.', 'role': 'assistant'}, {'content': 'Okay, thanks.', 'role': 'user'}, {'content': 'Karan, I’ve reset your access. Can you try downloading the materials again?', 'role': 'assistant'}, {'content': 'Yes, it’s working now. Thank you so much!', 'role': 'user'}, {'content': 'You’re welcome, Karan! Is there anything else I can help you with today? We’re committed to providing you with the best learning experience possible.', 'role': 'assistant'}]",5,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते प्रिया जी, मैं रमेश बोल रहा हूँ, स्वास्थ्यऑनलाइन की तरफ़ से। आपका स्वास्थ्य कैसे है?', 'role': 'assistant'}, {'content': 'नमस्ते डॉक्टर साहब, मैं ठीक हूँ। आपका धन्यवाद।', 'role': 'user'}, {'content': 'कृपया अपने दवाओं के अनुसार चले जाने के बारे में बताएं।', 'role': 'assistant'}, {'content': 'हाँ, मैं नियमित रूप से दवाएं ले रही हूँ। कोई समस्या नहीं है।', 'role': 'user'}, {'content': 'बहुत अच्छा। जरूरत पड़ने पर, मुझसे संपर्क करने में संकोच न करें।', 'role': 'assistant'}, {'content': 'जरूर, धन्यवाद डॉक्टर साहब।', 'role': 'user'}, {'content': 'आपकी सेहत में जल्द सुधार होगा, सुधार होगा।', 'role': 'assistant'}]",4,healthcare,telemedicine,Virtual Consultation (Patient Follow-up),Female,Male,045ea388-d503-48f2-ab8e-8291c69ef5f9,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते प्रिया जी, मैं रमेश बोल रहा हूँ, स्वास्थ्यऑनलाइन की तरफ़ से। आपका स्वास्थ्य कैसे है?', 'role': 'assistant'}, {'content': 'Hi Doctor, I am feeling better now. Thank you for asking.', 'role': 'user'}, {'content': 'कृपया अपने दवाओं के अनुसार चले जाने के बारे में बताएं।', 'role': 'assistant'}, {'content': 'Yes, I have been taking my medicines regularly as prescribed.', 'role': 'user'}, {'content': 'That’s good to hear. जरूरत पड़ने पर, मुझसे संपर्क करने में संकोच न करें।', 'role': 'assistant'}, {'content': 'Sure, I will. Thank you, Doctor.', 'role': 'user'}, {'content': 'आपकी सेहत में जल्द सुधार होगा, सुधार होगा।', 'role': 'assistant'}]",4,healthcare,telemedicine,Virtual Consultation (Patient Follow-up),Female,Male,045ea388-d503-48f2-ab8e-8291c69ef5f9,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते प्रिया जी, मैं रमेश बोल रहा हूँ, स्वास्थ्यऑनलाइन की तरफ़ से। आपका स्वास्थ्य कैसे है?', 'role': 'assistant'}, {'content': 'नमस्ते डॉक्टर साहब, मैं ठीक हूँ। लेकिन मुझे थोड़ी कमजोरी महसूस हो रही है।', 'role': 'user'}, {'content': 'कृपया अपने दवाओं के अनुसार चले जाने के बारे में बताएं।', 'role': 'assistant'}, {'content': 'हाँ, मैं नियमित रूप से दवाएं ले रही हूँ। लेकिन कमजोरी महसूस हो रही है।', 'role': 'user'}, {'content': 'यह सामान्य है। आपको थोड़ा आराम करना चाहिए। जरूरत पड़ने पर, मुझसे संपर्क करने में संकोच न करें।', 'role': 'assistant'}, {'content': 'ठीक है, धन्यवाद डॉक्टर साहब।', 'role': 'user'}, {'content': 'आपकी सेहत में जल्द सुधार होगा, सुधार होगा।', 'role': 'assistant'}]",4,healthcare,telemedicine,Virtual Consultation (Patient Follow-up),Female,Male,045ea388-d503-48f2-ab8e-8291c69ef5f9,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते प्रिया जी, मैं रमेश बोल रहा हूँ, स्वास्थ्यऑनलाइन की तरफ़ से। आपका स्वास्थ्य कैसे है?', 'role': 'assistant'}, {'content': 'Hi Doctor, I am feeling much better now. Thank you.', 'role': 'user'}, {'content': 'कृपया अपने दवाओं के अनुसार चले जाने के बारे में बताएं।', 'role': 'assistant'}, {'content': 'Yes, I have been following the medication schedule strictly.', 'role': 'user'}, {'content': 'That’s great to hear. जरूरत पड़ने पर, मुझसे संपर्क करने में संकोच न करें।', 'role': 'assistant'}, {'content': 'Sure, I will. Thank you, Doctor.', 'role': 'user'}, {'content': 'आपकी सेहत में जल्द सुधार होगा, सुधार होगा।', 'role': 'assistant'}]",4,healthcare,telemedicine,Virtual Consultation (Patient Follow-up),Female,Male,045ea388-d503-48f2-ab8e-8291c69ef5f9,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ प्रिया जी, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इस वजह से अपना प्लान बदलने के बारे में सोच रही हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और साथ ही मुझे अच्छा डेटा और कॉलिंग फ़ैसिलिटी मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'वो कैसा प्लान होगा?', 'role': 'user'}, {'content': 'यह प्लान आपके वर्तमान प्लान से सस्ता होगा और आपको 2GB अतिरिक्त डेटा और 500 मिनट्स फ्री कॉलिंग मिलेगी। क्या आप इसे ट्राई करना चाहेंगी?', 'role': 'assistant'}, {'content': 'हाँ, यह ठीक लगता है। मैं इसे ट्राई कर सकती हूँ।', 'role': 'user'}, {'content': 'बहुत बढ़िया! मैं आपके लिए इस प्लान को एक्टिवेट कर देती हूँ। क्या आप हमारे साथ बने रहेंगी?', 'role': 'assistant'}, {'content': 'हाँ, मैं वोडाफोन के साथ ही रहूँगी।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",6,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ प्रिया जी, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इस वजह से अपना प्लान बदलने के बारे में सोच रही हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और साथ ही मुझे अच्छा डेटा और कॉलिंग फ़ैसिलिटी मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'वो कैसा प्लान होगा?', 'role': 'user'}, {'content': 'यह प्लान आपके वर्तमान प्लान से सस्ता होगा और आपको 2GB अतिरिक्त डेटा और 500 मिनट्स फ्री कॉलिंग मिलेगी। क्या आप इसे ट्राई करना चाहेंगी?', 'role': 'assistant'}, {'content': 'हाँ, यह ठीक लगता है। मैं इसे ट्राई कर सकती हूँ।', 'role': 'user'}, {'content': 'बहुत बढ़िया! मैं आपके लिए इस प्लान को एक्टिवेट कर देती हूँ। क्या आप हमारे साथ बने रहेंगी?', 'role': 'assistant'}, {'content': 'हाँ, मैं वोडाफोन के साथ ही रहूँगी।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",6,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ प्रिया जी, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इस वजह से अपना प्लान बदलने के बारे में सोच रही हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और साथ ही मुझे अच्छा डेटा और कॉलिंग फ़ैसिलिटी मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'वो कैसा प्लान होगा?', 'role': 'user'}, {'content': 'यह प्लान आपके वर्तमान प्लान से सस्ता होगा और आपको 2GB अतिरिक्त डेटा और 500 मिनट्स फ्री कॉलिंग मिलेगी। क्या आप इसे ट्राई करना चाहेंगी?', 'role': 'assistant'}, {'content': 'हाँ, यह ठीक लगता है। मैं इसे ट्राई कर सकती हूँ।', 'role': 'user'}, {'content': 'बहुत बढ़िया! मैं आपके लिए इस प्लान को एक्टिवेट कर देती हूँ। क्या आप हमारे साथ बने रहेंगी?', 'role': 'assistant'}, {'content': 'हाँ, मैं वोडाफोन के साथ ही रहूँगी।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",6,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m having trouble accessing the course materials for my Data Science Certification.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. I understand you’re experiencing issues with our online course platform. Let me help you with that. Can you please confirm your course enrollment details?', 'role': 'assistant'}, {'content': 'Sure, I enrolled on 10th January 2024.', 'role': 'user'}, {'content': 'Got it! Let me check your account. One moment please.', 'role': 'assistant'}, {'content': 'Okay, thanks.', 'role': 'user'}, {'content': 'Karan, it looks like there was a temporary glitch. I’ve reset your access. Can you try logging in again?', 'role': 'assistant'}, {'content': 'Yes, it’s working now. Thank you!', 'role': 'user'}, {'content': 'Great to hear! By the way, we have some exciting new courses launching soon, including an Advanced Data Science Certification. Would you like to know more about it?', 'role': 'assistant'}, {'content': 'Hmm, that sounds interesting. Tell me more.', 'role': 'user'}, {'content': 'The Advanced Data Science Certification covers advanced topics like machine learning, AI, and big data analytics. It’s perfect for someone looking to deepen their expertise. Would you like me to send you the details?', 'role': 'assistant'}, {'content': 'Yes, please send me the details. Thanks!', 'role': 'user'}, {'content': 'You’re welcome! I’ll email you the course brochure. Is there anything else I can help you with today, Karan? We’re committed to providing you with the best learning experience possible.', 'role': 'assistant'}, {'content': 'No, that’s all for now. Thanks again, Rohan!', 'role': 'user'}, {'content': 'You’re welcome! Have a great day and happy learning!', 'role': 'assistant'}]",8,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How are you doing today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m good. I wanted to check if there are any updates on the course schedule for Data Science Certification.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. Let me check the schedule for you. One moment please.', 'role': 'assistant'}, {'content': 'Sure, take your time.', 'role': 'user'}, {'content': 'Karan, I see that the next module starts on 25th February. Would you like me to send you a reminder?', 'role': 'assistant'}, {'content': 'Yes, that would be helpful. Thanks!', 'role': 'user'}, {'content': 'No problem! I’ll set up a reminder for you. Also, we have some exciting new courses launching soon, including an Advanced Data Science Certification. Would you like to know more about it?', 'role': 'assistant'}, {'content': 'Not right now, but I’ll keep it in mind. Thanks for the info!', 'role': 'user'}, {'content': 'You’re welcome! If you need anything else, just let me know. Have a great day and happy learning!', 'role': 'assistant'}]",5,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m having trouble with the video lectures. They keep buffering.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. I understand you’re experiencing issues with the video lectures. Let’s troubleshoot this. Have you checked your internet connection?', 'role': 'assistant'}, {'content': 'Yes, my internet is working fine.', 'role': 'user'}, {'content': 'Okay, let’s try clearing your browser cache. Can you do that and try again?', 'role': 'assistant'}, {'content': 'Sure, I’ll try that.', 'role': 'user'}, {'content': 'Great! Let me know if it works. If not, we can try other solutions.', 'role': 'assistant'}, {'content': 'It’s working now. Thanks for the help!', 'role': 'user'}, {'content': 'You’re welcome, Karan! By the way, we have some exciting new courses launching soon, including an Advanced Data Science Certification. Would you like to know more about it?', 'role': 'assistant'}, {'content': 'Not right now, but I’ll keep it in mind. Thanks again!', 'role': 'user'}, {'content': 'No problem! If you need anything else, just let me know. Have a great day and happy learning!', 'role': 'assistant'}]",6,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hello Rohan, this is Rukmini from TechSupport. Are you experiencing issues with your HP printer?', 'role': 'assistant'}, {'content': 'Hi Rukmini, yes, my printer is not printing. I’m not sure what’s wrong.', 'role': 'user'}, {'content': 'Let’s troubleshoot this together. First, please check the printer cables and ensure they are securely connected.', 'role': 'assistant'}, {'content': 'Okay, I’ve checked the cables. They seem to be connected properly.', 'role': 'user'}, {'content': 'Great! Now, can you check if there’s enough paper in the tray and if the ink cartridges are properly installed?', 'role': 'assistant'}, {'content': 'Yes, there’s paper, and the cartridges are in place. Still, it’s not printing.', 'role': 'user'}, {'content': 'Hmm, let’s try restarting the printer. Turn it off, wait for 10 seconds, and then turn it back on.', 'role': 'assistant'}, {'content': 'I’ve restarted it, but the issue persists.', 'role': 'user'}, {'content': 'If the issue remains unresolved, we will escalate it to our technical team. They will contact you within 24 hours.', 'role': 'assistant'}, {'content': 'Alright, thank you for your help.', 'role': 'user'}, {'content': 'You’re welcome, Rohan. We will resolve your issue as soon as possible. Thank you for your patience.', 'role': 'assistant'}]",6,support,tech support,Tech Support (Hardware Issue Resolution),Male,Female,0e83bcf6-6eef-47a1-823b-767d0a254852,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hello Rohan, this is Rukmini from TechSupport. Are you having trouble with your HP printer?', 'role': 'assistant'}, {'content': 'Hi Rukmini, yes, my printer is not printing anything. It’s been like this since yesterday.', 'role': 'user'}, {'content': 'Let’s start with some basic checks. Is the printer turned on and connected to the power source?', 'role': 'assistant'}, {'content': 'Yes, it’s turned on and connected.', 'role': 'user'}, {'content': 'Okay, next, please check if the printer is connected to your computer or network. Sometimes the connection gets disrupted.', 'role': 'assistant'}, {'content': 'It’s connected via Wi-Fi, and the connection seems fine.', 'role': 'user'}, {'content': 'Alright, let’s try printing a test page. Go to the printer settings on your computer and select Print Test Page.', 'role': 'assistant'}, {'content': 'I tried that, but nothing happens.', 'role': 'user'}, {'content': 'In that case, let’s check the printer drivers. Sometimes outdated drivers can cause issues. Can you update them?', 'role': 'assistant'}, {'content': 'I’ll try updating the drivers and let you know.', 'role': 'user'}, {'content': 'Sure, Rohan. If the issue persists after updating the drivers, we’ll escalate it to our technical team. They’ll assist you further.', 'role': 'assistant'}, {'content': 'Okay, thanks for your help.', 'role': 'user'}, {'content': 'You’re welcome, Rohan. We’ll ensure your issue is resolved as soon as possible. Thank you for your patience.', 'role': 'assistant'}]",7,support,tech support,Tech Support (Hardware Issue Resolution),Male,Female,0e83bcf6-6eef-47a1-823b-767d0a254852,"mix_language-Hindi,English"
